hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
0, 0.34800, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.34900, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.35000, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.35100, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.35200, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.35300, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.35400, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.35500, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.35600, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.35700, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.35800, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.35900, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.36000, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.36100, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.36200, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.36300, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.36400, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.36500, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.36600, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.36700, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.36800, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.36900, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.37000, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.37100, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.37200, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.37300, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.37400, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.37500, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.37600, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.37700, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.37800, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.37900, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.38000, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.38100, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.38200, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.38300, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.38400, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.38500, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.38600, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.38700, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.38800, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.38900, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.39000, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.39100, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.39200, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.39300, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.39400, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.39500, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.39600, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.39700, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.39800, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.39900, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.40000, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.40100, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.40200, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.40300, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.40400, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.40500, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.40600, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.40700, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.40800, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.40900, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.41000, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.41100, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.41200, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.41300, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.41400, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.41500, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.41600, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.41700, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.41800, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.41900, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.42000, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.42100, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.42200, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.42300, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.42400, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.42500, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.42600, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.42700, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.42800, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.42900, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.43000, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.43100, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.43200, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.43300, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.43400, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.43500, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.43600, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.43700, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.43800, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.43900, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.44000, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.44100, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.44200, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.44300, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.44400, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.44500, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.44600, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.44700, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.44800, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.44900, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.45000, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.45100, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.45200, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.45300, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.45400, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.45500, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.45600, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.45700, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.45800, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.45900, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.46000, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.46100, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.46200, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.46300, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.46400, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.46500, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.46600, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.46700, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.46800, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.46900, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
0, 0.47000, -199.822, 0.0461147, -199.814, -0.0502176, -199.822, 0.157128
