"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
3723, 1451.86241768848, 191.761262071744, 3318.2544453335, 3661.2341360252, 16.916618293033, 47.9033766162811, 96.7095654363939
3724, 1430.53097588679, 176.970011143951, 3318.2544453335, 3661.2341360252, 16.4320109287111, 46.4839419022246, 96.7095654363939
3725, 1452.03499259732, 191.883819946478, 3318.2544453335, 3661.2341360252, 16.9203795849452, 47.9141604896184, 96.7095654363939
3726, 1578.74980830475, 280.214468344423, 3318.2544453335, 3661.2341360252, 20.010659580439, 56.9677974084773, 96.7095654363939
3727, 1802.642055359, 438.348557311003, 3318.2544453335, 3661.2341360252, 26.358680225724, 75.5705969064319, 96.7095654363939
3728, 2085.05437500675, 641.636055022745, 3318.2544453335, 3661.2341360252, 36.0117599915354, 103.870536890697, 96.7095654363939
3729, 2199.72282821159, 722.429250669587, 3318.2544453335, 3661.2341360252, 40.2504066572926, 116.289809526485, 96.7095654363939
3730, 2301.67993186452, 792.737229395426, 3318.2544453335, 3661.2341360252, 44.1667763825488, 127.746649072392, 96.7095654363939
3731, 2342.7585676257, 823.102581220079, 3318.2544453335, 3661.2341360252, 45.915438992619, 132.874320160382, 96.7095654363939
3732, 2377.25368774348, 848.683828701257, 3318.2544453335, 3661.2341360252, 47.4151784031662, 137.27355483639, 96.7095654363939
3733, 2366.19440785249, 840.479100484198, 3318.2544453335, 3661.2341360252, 46.9320062922302, 135.856690099638, 96.7095654363939
3734, 2376.94769042306, 848.455215043465, 3318.2544453335, 3661.2341360252, 47.4014017775655, 137.232978090418, 96.7095654363939
3735, 2370.13273952226, 843.400574685324, 3318.2544453335, 3661.2341360252, 47.1037873022791, 136.36046205612, 96.7095654363939
3736, 2353.08830252618, 830.760857743829, 3318.2544453335, 3661.2341360252, 46.3625957951161, 134.186599144198, 96.7095654363939
3737, 2333.75282155962, 816.439146125521, 3318.2544453335, 3661.2341360252, 45.5296805337311, 131.743520574581, 96.7095654363939
3738, 2306.09325369113, 795.98599707739, 3318.2544453335, 3661.2341360252, 44.352739616841, 128.290973241435, 96.7095654363939
3739, 2271.38164823244, 770.380818016622, 3318.2544453335, 3661.2341360252, 42.9023838370023, 124.03715358555, 96.7095654363939
