Year, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "Aux26", "Aux31", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "Aux27", "Aux32", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "Aux28", "Aux33", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "Aux29", "Aux34", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25", "Aux30", "Aux35"
0, 29264778.2483413, 16404316.9788695, 4434.00418563223, 5168.33042517466, 27896612.3714012, 13724083.6081332, 5025.39326361763, 5575.13710480881, 0, 0, 31051.3824818612, 0, 1062445.55320618, 2680311.46738942, 221.833820245384, 425.880592661154, 590775.418134915, 809503.975621887, 471670.135071269, 1870807.49176754, 169.225625115299, 55.1054447854557, 524762.420709278, 537683.132496902, 506580.513773016, 1273.69602466021, 507854.20935802, 16908.2113512563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
