hour, t(sec), P1 (kW), P2 (kW), P3 (kW)
1467, 0.00000, 1076.15, 941.952, 1033.75
1468, 0.00000, 1069.68, 938.213, 1033.02
1469, 0.00000, 1116.1, 980.011, 1075.33
1470, 0.00000, 1112.38, 990.013, 1077.08
1471, 0.00000, 1148.6, 1032.37, 1128.09
1472, 0.00000, 1156.93, 1020.75, 1121.7
1473, 0.00000, 1233.9, 1080.36, 1206.51
1474, 0.00000, 1265.15, 1109.78, 1235.21
1475, 0.00000, 1263.18, 1086.84, 1225.16
1476, 0.00000, 1195.08, 998.097, 1141.53
1477, 0.00000, 1199.24, 988.851, 1125.46
1478, 0.00000, 1221.27, 1010.96, 1168.22
1479, 0.00000, 1167.16, 970.427, 1114.53
1480, 0.00000, 1203.2, 977.354, 1122.97
1481, 0.00000, 1189.45, 983.817, 1127.97
1482, 0.00000, 1132.36, 914.175, 1070.05
1483, 0.00000, 1195.27, 1011.74, 1151.51
1484, 0.00000, 1251.99, 1056.46, 1188.99
1485, 0.00000, 1233.89, 1025.59, 1164.98
1486, 0.00000, 1190.43, 1016.18, 1139.28
1487, 0.00000, 1178.62, 1000.79, 1122.67
1488, 0.00000, 1125.39, 950.921, 1070.72
1489, 0.00000, 1103.79, 933.251, 1050.7
1490, 0.00000, 1059.65, 912.038, 1011.35
1491, 0.00000, 1038.63, 885.628, 991.903
1492, 0.00000, 1023.93, 872.54, 973.019
1493, 0.00000, 1038.4, 890.766, 989.794
1494, 0.00000, 1113.46, 963.658, 1070.29
1495, 0.00000, 1109.54, 954.809, 1072.65
1496, 0.00000, 1075.97, 923.569, 1037.94
1497, 0.00000, 1107.74, 941.124, 1062.62
1498, 0.00000, 1159.94, 975.559, 1113.64
1499, 0.00000, 1168.15, 969.851, 1099.7
1500, 0.00000, 1148.77, 951.254, 1074.28
1501, 0.00000, 1113.97, 911.757, 1062.82
1502, 0.00000, 1116.62, 921.763, 1078.35
1503, 0.00000, 1105.31, 899.861, 1046.16
1504, 0.00000, 1088.26, 889.328, 1031.62
1505, 0.00000, 1070.15, 874.077, 996.943
1506, 0.00000, 1029.27, 839.378, 984.294
1507, 0.00000, 1091.98, 903.855, 1043.24
1508, 0.00000, 1132.02, 934.957, 1076.22
1509, 0.00000, 1129.28, 914.088, 1066.22
1510, 0.00000, 1063.31, 871.911, 999.633
1511, 0.00000, 1089.6, 891.477, 1020.03
1512, 0.00000, 980.46, 810.768, 919.397
1513, 0.00000, 943.934, 779.876, 896.673
1514, 0.00000, 913.034, 755.542, 874.654
1515, 0.00000, 888.527, 746.486, 846.725
1516, 0.00000, 920.564, 778.568, 883.349
1517, 0.00000, 936.811, 782.277, 886.75
1518, 0.00000, 943.377, 800.837, 889.193
1519, 0.00000, 992.973, 826.856, 934.043
1520, 0.00000, 1008.24, 824.812, 968.888
1521, 0.00000, 1027, 852.282, 970.518
1522, 0.00000, 1063.27, 883.999, 1009.77
1523, 0.00000, 1132.43, 944.634, 1083.54
1524, 0.00000, 1084.47, 890.696, 1028.58
1525, 0.00000, 1078.96, 890.942, 1029.21
1526, 0.00000, 1064.6, 869.293, 1007.25
1527, 0.00000, 1046.53, 864.329, 998.468
1528, 0.00000, 1045.53, 853.227, 1006.02
1529, 0.00000, 1063.05, 882.63, 1026.98
1530, 0.00000, 1025.69, 838.788, 980.64
1531, 0.00000, 1008.73, 821.581, 976.942
1532, 0.00000, 1061.64, 885.351, 1000.34
1533, 0.00000, 1027.72, 860.233, 978.829
1534, 0.00000, 1021.56, 853.464, 991.739
1535, 0.00000, 931.386, 788.436, 899.112
1536, 0.00000, 927.009, 773.654, 884.898
1537, 0.00000, 893.92, 746.209, 850.154
1538, 0.00000, 869.288, 728.221, 816.012
1539, 0.00000, 866.047, 727.772, 818.732
1540, 0.00000, 809.738, 679.116, 760.197
1541, 0.00000, 882.157, 751.954, 843.294
1542, 0.00000, 900.291, 761.714, 860.852
1543, 0.00000, 955.287, 800.463, 919.194
1544, 0.00000, 916.587, 757.326, 885.1
1545, 0.00000, 965.487, 805.678, 916.471
1546, 0.00000, 1010.02, 841.22, 958.077
1547, 0.00000, 1041.43, 861.887, 990.968
1548, 0.00000, 1001.07, 838.1, 967.859
1549, 0.00000, 994.215, 827.956, 961.901
1550, 0.00000, 1011.54, 858.372, 965.14
1551, 0.00000, 1030.71, 854.868, 995.221
1552, 0.00000, 965.454, 794.997, 921.75
1553, 0.00000, 975.251, 814.839, 928.408
1554, 0.00000, 945.201, 785.762, 918.318
1555, 0.00000, 938.192, 786.559, 902.306
1556, 0.00000, 1001.58, 842.507, 958.942
1557, 0.00000, 994.697, 847.008, 966.551
1558, 0.00000, 899.264, 787.599, 888.627
1559, 0.00000, 852.73, 725.212, 821.917
1560, 0.00000, 866.927, 728.613, 810.246
1561, 0.00000, 813.769, 701.517, 788.138
1562, 0.00000, 812.344, 698.274, 777.102
1563, 0.00000, 802.793, 688.969, 765.446
1564, 0.00000, 828.155, 701.194, 786.475
1565, 0.00000, 790.77, 685.102, 770.171
1566, 0.00000, 824.786, 697.355, 778.401
1567, 0.00000, 858.993, 735.004, 835.089
1568, 0.00000, 846.472, 703.199, 786.155
1569, 0.00000, 920.022, 755.138, 856.389
1570, 0.00000, 953.452, 791.868, 920.825
1571, 0.00000, 953.979, 802.852, 928.99
1572, 0.00000, 985.063, 819.559, 942.312
1573, 0.00000, 933.509, 780.679, 909.365
1574, 0.00000, 963.69, 796.828, 916.578
1575, 0.00000, 976.68, 817.694, 924.706
1576, 0.00000, 960.614, 796.33, 916.751
1577, 0.00000, 937.753, 757.763, 883.492
1578, 0.00000, 908.605, 748.046, 899
1579, 0.00000, 903.896, 763.671, 886.781
1580, 0.00000, 969.739, 819.199, 927.353
1581, 0.00000, 1001.14, 854.402, 968.413
1582, 0.00000, 931.102, 791.216, 890.088
1583, 0.00000, 881.149, 740.275, 843.022
1584, 0.00000, 824.445, 698.893, 804.947
1585, 0.00000, 798.545, 684.578, 761.387
1586, 0.00000, 774.429, 672.496, 758.997
1587, 0.00000, 768.254, 662.563, 749.197
1588, 0.00000, 782.407, 675.023, 735.908
1589, 0.00000, 779.205, 670.84, 754.411
1590, 0.00000, 814.11, 693.419, 781.942
1591, 0.00000, 833.4, 698.437, 809.004
1592, 0.00000, 824.837, 700.374, 800.169
1593, 0.00000, 859.485, 710.478, 824.937
1594, 0.00000, 895.013, 751.564, 863.178
1595, 0.00000, 928.424, 778.649, 895.181
1596, 0.00000, 912.728, 754.528, 855.395
1597, 0.00000, 906.208, 767.003, 872.382
1598, 0.00000, 882.805, 744.811, 842.978
1599, 0.00000, 942.201, 812.129, 892.757
1600, 0.00000, 937.181, 793.592, 899.391
1601, 0.00000, 896.506, 782.592, 867.636
1602, 0.00000, 876.419, 760.171, 866.136
1603, 0.00000, 902.371, 795.843, 888.719
1604, 0.00000, 948.23, 833.828, 914.068
1605, 0.00000, 914.648, 795.568, 878.132
1606, 0.00000, 914.541, 791.053, 874.95
1607, 0.00000, 842.884, 733.665, 815.388
1608, 0.00000, 806.562, 698.355, 767.593
1609, 0.00000, 805.53, 692.47, 763.037
1610, 0.00000, 758.197, 651.876, 713.689
1611, 0.00000, 743.673, 645.074, 704.746
1612, 0.00000, 716.797, 611.367, 679.22
1613, 0.00000, 740.356, 633.769, 698.628
1614, 0.00000, 784.016, 690.76, 767.798
1615, 0.00000, 772.692, 691.425, 765.366
1616, 0.00000, 773.574, 674.93, 755.574
1617, 0.00000, 846.764, 728.639, 813.63
1618, 0.00000, 912.115, 783.789, 886.302
1619, 0.00000, 925.011, 789.274, 897.358
1620, 0.00000, 935.505, 793.644, 893.492
1621, 0.00000, 962.178, 831.71, 927.224
1622, 0.00000, 977.594, 842.454, 942.419
1623, 0.00000, 1032.43, 864.576, 987.147
1624, 0.00000, 1006.38, 853.137, 958.474
1625, 0.00000, 995.557, 839.395, 944.597
1626, 0.00000, 981.213, 827.534, 930.557
1627, 0.00000, 981.65, 826.573, 940.71
1628, 0.00000, 1067.42, 905.099, 994.847
1629, 0.00000, 1021.77, 865.575, 960.059
1630, 0.00000, 949.591, 815.528, 905.139
1631, 0.00000, 921.787, 803.338, 879.236
1632, 0.00000, 852.125, 733.799, 819.085
1633, 0.00000, 809.276, 710.214, 782.802
1634, 0.00000, 771.762, 680.06, 746.039
1635, 0.00000, 769.55, 668.96, 729.765
1636, 0.00000, 760.559, 659.815, 735.921
1637, 0.00000, 778.216, 674.958, 746.072
1638, 0.00000, 806.94, 705.738, 769.325
1639, 0.00000, 845.539, 747.244, 835.366
1640, 0.00000, 845.048, 730.01, 807.752
1641, 0.00000, 872.159, 771.406, 855.98
1642, 0.00000, 941.036, 802.254, 914.381
1643, 0.00000, 986.656, 838.983, 964.174
1644, 0.00000, 985.25, 832.19, 949.478
1645, 0.00000, 1009.43, 851.568, 978.365
1646, 0.00000, 1072.67, 894.026, 1026.25
1647, 0.00000, 1045.75, 884.074, 1024.47
1648, 0.00000, 1056.79, 878.623, 1011.36
1649, 0.00000, 1067.96, 887.86, 1022.31
1650, 0.00000, 1047.57, 885.278, 1015.01
1651, 0.00000, 1056.48, 874.088, 1002.35
1652, 0.00000, 1124.02, 942.975, 1083.68
1653, 0.00000, 1066.96, 904.956, 1015.89
1654, 0.00000, 1018.87, 863.328, 970.015
1655, 0.00000, 963.154, 813.842, 920.412
1656, 0.00000, 912.692, 768.068, 868.181
1657, 0.00000, 855.209, 739.295, 812.912
1658, 0.00000, 804.069, 688.719, 762.702
1659, 0.00000, 786.775, 678.742, 753.78
1660, 0.00000, 769.915, 649.197, 722.926
1661, 0.00000, 792.604, 693.813, 768.09
1662, 0.00000, 857.129, 739.561, 803.977
1663, 0.00000, 849.353, 713.682, 803.419
1664, 0.00000, 896.216, 758.764, 854.94
1665, 0.00000, 968.665, 797.892, 920.543
1666, 0.00000, 1017.76, 846.7, 968.28
1667, 0.00000, 1071.18, 891.11, 1019.58
1668, 0.00000, 1086.71, 912.569, 1049.91
1669, 0.00000, 1097.03, 906.545, 1047.13
1670, 0.00000, 1162.28, 965.408, 1099.14
1671, 0.00000, 1149.79, 941.752, 1089.5
1672, 0.00000, 1134.21, 924.054, 1087.57
1673, 0.00000, 1193.57, 991.768, 1152.73
1674, 0.00000, 1160.03, 956.351, 1117.41
1675, 0.00000, 1134.64, 951.347, 1110.84
1676, 0.00000, 1171.41, 999.119, 1136.35
1677, 0.00000, 1156.56, 981.838, 1115.11
1678, 0.00000, 1089.49, 932.037, 1059.61
1679, 0.00000, 1036.98, 880.729, 1012.59
1680, 0.00000, 998.002, 847.794, 957.905
1681, 0.00000, 991.04, 851.447, 951.684
1682, 0.00000, 938.952, 807.472, 903.513
1683, 0.00000, 911.324, 783.55, 883.074
1684, 0.00000, 910.666, 789.711, 875.242
1685, 0.00000, 1003.59, 878.092, 963.975
1686, 0.00000, 1054.75, 926.288, 1021.72
1687, 0.00000, 1104.78, 954.326, 1045.79
1688, 0.00000, 1100.13, 957.978, 1065.07
1689, 0.00000, 1168.46, 1011.22, 1120.13
1690, 0.00000, 1201.56, 1036.7, 1145.07
1691, 0.00000, 1219.18, 1032.75, 1140.32
1692, 0.00000, 1238.9, 1050.01, 1187.19
1693, 0.00000, 1213.06, 1034.87, 1157.6
1694, 0.00000, 1231.87, 1045.91, 1176.17
1695, 0.00000, 1238.27, 1049.15, 1181.18
1696, 0.00000, 1176.12, 987.367, 1124.36
1697, 0.00000, 1168.21, 989.483, 1124.57
1698, 0.00000, 1143.9, 986.518, 1117.49
1699, 0.00000, 1156.22, 992.104, 1103.67
1700, 0.00000, 1177.5, 1048.4, 1162.97
1701, 0.00000, 1139.36, 1009.52, 1120.17
1702, 0.00000, 1107.87, 987.747, 1091.58
1703, 0.00000, 1078.63, 946.701, 1042.78
1704, 0.00000, 1022.56, 919.283, 998.543
1705, 0.00000, 926.896, 834.206, 920.749
1706, 0.00000, 909.911, 810.004, 888.78
1707, 0.00000, 929.589, 830.268, 907.479
1708, 0.00000, 977.914, 866.222, 938.85
1709, 0.00000, 925.158, 842.385, 917.084
1710, 0.00000, 1058.64, 939.323, 1020.57
1711, 0.00000, 1095.89, 956.975, 1057.15
1712, 0.00000, 1073.56, 935.715, 1023.78
1713, 0.00000, 1117.25, 983.573, 1084.19
1714, 0.00000, 1215.49, 1044.89, 1159.09
1715, 0.00000, 1167.16, 1001.97, 1114.47
1716, 0.00000, 1177.09, 991.826, 1115.62
1717, 0.00000, 1194.76, 1012.3, 1137.11
1718, 0.00000, 1226.47, 1025.43, 1154.2
1719, 0.00000, 1208.39, 1006.97, 1133.08
1720, 0.00000, 1156, 952.395, 1101.16
1721, 0.00000, 1166.53, 961.913, 1113.11
1722, 0.00000, 1111.44, 923.202, 1065.82
1723, 0.00000, 1172.94, 970.551, 1128.3
1724, 0.00000, 1174.22, 975.611, 1130.96
1725, 0.00000, 1147.7, 969.515, 1109.5
1726, 0.00000, 1073.04, 900.357, 1021.54
1727, 0.00000, 1011.05, 891.902, 1004.32
1728, 0.00000, 972.861, 830.94, 937.512
1729, 0.00000, 983.445, 832.504, 934.791
1730, 0.00000, 932.048, 788.656, 892.287
1731, 0.00000, 941.108, 805.789, 902.807
1732, 0.00000, 903.813, 776.273, 870.377
1733, 0.00000, 914.656, 790.581, 888.528
1734, 0.00000, 985.966, 851.833, 958.519
1735, 0.00000, 1004.59, 871.807, 966.546
1736, 0.00000, 1027.02, 860.158, 970.24
1737, 0.00000, 1036.11, 866.209, 981.734
1738, 0.00000, 1091.08, 923.042, 1042.31
1739, 0.00000, 1135.98, 937.444, 1069.71
1740, 0.00000, 1106.69, 897.406, 1044.53
1741, 0.00000, 1164.68, 945.539, 1094.35
1742, 0.00000, 1117.06, 896.565, 1040.92
1743, 0.00000, 1141.23, 908.812, 1066.94
1744, 0.00000, 1089.89, 851.159, 1011.97
1745, 0.00000, 1062.16, 825.923, 993.504
1746, 0.00000, 1098.06, 883.537, 1030.97
1747, 0.00000, 1110, 892.688, 1047.8
1748, 0.00000, 1156.26, 941.738, 1097.45
1749, 0.00000, 1103.07, 889.964, 1038.89
1750, 0.00000, 1040.27, 848.528, 997.301
1751, 0.00000, 998.099, 829.129, 949.576
1752, 0.00000, 971.816, 805.047, 938.321
1753, 0.00000, 960.965, 797.495, 926.748
1754, 0.00000, 936.904, 775.323, 894.912
1755, 0.00000, 887.281, 735.412, 838.472
1756, 0.00000, 877.229, 734.059, 821.37
1757, 0.00000, 879.29, 745.886, 847.448
1758, 0.00000, 908.384, 762.967, 871.618
1759, 0.00000, 942.021, 774.203, 890.194
1760, 0.00000, 971.123, 795.793, 923.846
1761, 0.00000, 988.619, 790.627, 928.184
1762, 0.00000, 1050.34, 845.918, 996.131
1763, 0.00000, 1075.62, 862.014, 1003.53
1764, 0.00000, 1059.21, 836.77, 984.653
1765, 0.00000, 1112.05, 897.695, 1040.22
1766, 0.00000, 1106.7, 873.897, 1034.06
1767, 0.00000, 1089.33, 868.001, 1016.23
1768, 0.00000, 1046.01, 822.332, 987.231
1769, 0.00000, 1073.87, 839.391, 1025.44
1770, 0.00000, 1073.65, 858.874, 1033.13
1771, 0.00000, 1089.64, 870.866, 1044.49
1772, 0.00000, 1088.42, 891.162, 1037.49
1773, 0.00000, 1055.71, 860.077, 1008.57
1774, 0.00000, 1065.25, 859.619, 1004.33
1775, 0.00000, 1007.87, 820.742, 963.104
1776, 0.00000, 922.182, 760.884, 890.128
1777, 0.00000, 907.647, 725.677, 850.604
1778, 0.00000, 867.91, 711.692, 812.781
1779, 0.00000, 861.313, 713.111, 812.545
1780, 0.00000, 852.664, 696.042, 800.057
1781, 0.00000, 895.256, 764.92, 869.392
1782, 0.00000, 911.753, 772.941, 879.668
1783, 0.00000, 933.76, 790.21, 908.103
1784, 0.00000, 903.311, 760.002, 880.135
1785, 0.00000, 1009.79, 837.545, 963.144
1786, 0.00000, 1069.71, 866.078, 993.344
1787, 0.00000, 1070.63, 885.035, 1028.89
1788, 0.00000, 1070.21, 881.213, 1028.88
1789, 0.00000, 1084.16, 874.529, 1025.96
1790, 0.00000, 1068.76, 862.714, 1002.98
1791, 0.00000, 1082.67, 884.309, 1040.24
1792, 0.00000, 1058.83, 838.924, 1005.26
1793, 0.00000, 993.498, 794.618, 944.635
1794, 0.00000, 1001.38, 799.726, 930.19
1795, 0.00000, 988.354, 791.712, 950.45
1796, 0.00000, 1101.1, 884.529, 1027.67
1797, 0.00000, 1068.55, 858.251, 1011.38
1798, 0.00000, 999.063, 811.265, 956.768
1799, 0.00000, 988.461, 807.286, 933.744
1800, 0.00000, 947.663, 760.306, 885.879
1801, 0.00000, 934.749, 772.582, 899.975
1802, 0.00000, 888.448, 726.696, 848.046
1803, 0.00000, 887.508, 734.743, 839.756
1804, 0.00000, 890.364, 752.343, 847.237
1805, 0.00000, 895.263, 765.192, 868.635
1806, 0.00000, 929.288, 793.784, 903.519
1807, 0.00000, 920.379, 773.463, 884.581
1808, 0.00000, 949.148, 815.469, 917.628
1809, 0.00000, 1014.32, 842.498, 958.955
1810, 0.00000, 1010.43, 839.102, 972.531
1811, 0.00000, 1001.3, 856.205, 986.186
1812, 0.00000, 969.509, 825.513, 962.492
1813, 0.00000, 957.896, 794.252, 930.231
1814, 0.00000, 980.003, 810.616, 955.341
1815, 0.00000, 956.6, 786.234, 931.209
1816, 0.00000, 959.844, 783.705, 924.103
1817, 0.00000, 935.725, 756.108, 898.359
1818, 0.00000, 863.535, 702.464, 820.158
1819, 0.00000, 921.743, 745.032, 879.654
1820, 0.00000, 959.556, 798.175, 921.562
1821, 0.00000, 925.318, 791.79, 908.195
1822, 0.00000, 899.356, 751.354, 855.976
1823, 0.00000, 814.304, 696.78, 784.74
1824, 0.00000, 809.374, 693.708, 774.958
1825, 0.00000, 775.581, 681.666, 746.696
1826, 0.00000, 746.653, 639.196, 701.031
1827, 0.00000, 711.643, 614.817, 677.659
1828, 0.00000, 739.36, 649.946, 702.111
1829, 0.00000, 746.066, 640.879, 709.289
1830, 0.00000, 819.761, 715.087, 787.234
1831, 0.00000, 815.811, 703.587, 797.353
1832, 0.00000, 842.669, 730.612, 815.39
1833, 0.00000, 894.323, 773.808, 849.935
1834, 0.00000, 960.495, 797.057, 893.509
1835, 0.00000, 920.943, 776.832, 888.266
1836, 0.00000, 939.978, 791.598, 879.493
1837, 0.00000, 1007.3, 859.143, 959.125
1838, 0.00000, 975.794, 824.433, 911.123
1839, 0.00000, 981.535, 837.795, 944.839
1840, 0.00000, 952.643, 811.787, 901.594
1841, 0.00000, 938.985, 811.889, 909.766
1842, 0.00000, 922.061, 770.001, 860.233
1843, 0.00000, 849.979, 737.002, 827.632
1844, 0.00000, 938.312, 810.153, 907.131
1845, 0.00000, 867.718, 766.596, 834.248
1846, 0.00000, 852.142, 735.05, 817.996
1847, 0.00000, 801.604, 679.197, 780.783
1848, 0.00000, 708.374, 623.861, 684.772
1849, 0.00000, 692.567, 607.424, 671.4
1850, 0.00000, 664.78, 591.506, 637.927
1851, 0.00000, 676.776, 592.132, 660.939
1852, 0.00000, 644.683, 569.408, 612.156
1853, 0.00000, 707.219, 617.573, 668.463
1854, 0.00000, 760.204, 675.876, 729.547
1855, 0.00000, 772.524, 671.318, 735.536
1856, 0.00000, 827.205, 701.918, 794.166
1857, 0.00000, 833.682, 708.087, 789.053
1858, 0.00000, 901.062, 772.843, 853.839
1859, 0.00000, 885.11, 763.23, 845.456
1860, 0.00000, 896.123, 749.146, 846.455
1861, 0.00000, 934.716, 781.044, 884.16
1862, 0.00000, 894.629, 751.823, 854.101
1863, 0.00000, 877.878, 726.37, 828.873
1864, 0.00000, 885.67, 739.536, 856.591
1865, 0.00000, 844.76, 703.532, 818.964
1866, 0.00000, 787.242, 673.601, 754.244
1867, 0.00000, 844.087, 703.283, 802.877
1868, 0.00000, 932.191, 792.458, 900.77
1869, 0.00000, 869.324, 744.896, 826.647
1870, 0.00000, 810.412, 719.886, 803.578
1871, 0.00000, 821.59, 705.455, 797.229
1872, 0.00000, 751.51, 648.821, 723.091
1873, 0.00000, 734.572, 651.79, 714.762
1874, 0.00000, 717.267, 637.508, 698.582
1875, 0.00000, 698.523, 623.142, 673.605
1876, 0.00000, 680.057, 611.99, 663.698
1877, 0.00000, 701.947, 632.041, 678.323
1878, 0.00000, 830.931, 739.117, 810.307
1879, 0.00000, 818.64, 717.151, 786.765
1880, 0.00000, 863.206, 746.478, 824.622
1881, 0.00000, 910.319, 779.697, 860.016
1882, 0.00000, 959.28, 830.914, 916.902
1883, 0.00000, 953.174, 800.875, 912.878
1884, 0.00000, 955.75, 779.203, 902.925
1885, 0.00000, 956.692, 798.642, 895.509
1886, 0.00000, 958.916, 781.914, 901.759
1887, 0.00000, 958.62, 789.623, 906.067
1888, 0.00000, 954.157, 776.685, 898.677
1889, 0.00000, 904.04, 736.459, 855.09
1890, 0.00000, 877.532, 714.25, 843.496
1891, 0.00000, 861.2, 711.624, 835.258
1892, 0.00000, 952.253, 784.677, 870.842
1893, 0.00000, 936.325, 776.924, 877.615
1894, 0.00000, 877.806, 741.516, 854.319
1895, 0.00000, 841.269, 702.005, 790.301
1896, 0.00000, 801.426, 694.107, 763.743
1897, 0.00000, 733.817, 636.528, 709.741
1898, 0.00000, 745.187, 655.454, 722.893
1899, 0.00000, 747.063, 654.553, 713.509
1900, 0.00000, 689.738, 614.058, 669.739
1901, 0.00000, 718.646, 643.063, 716.23
1902, 0.00000, 780.478, 690.33, 757.299
1903, 0.00000, 809.011, 703.967, 788.795
1904, 0.00000, 800.239, 680.777, 766.834
1905, 0.00000, 846.95, 715.88, 806.687
1906, 0.00000, 925.723, 775.618, 877.134
1907, 0.00000, 966.813, 798.808, 928.983
1908, 0.00000, 1006.34, 827.427, 957.58
1909, 0.00000, 992.243, 796.277, 922.014
1910, 0.00000, 984.115, 809.357, 940.531
1911, 0.00000, 965.614, 770.038, 906.495
1912, 0.00000, 941.712, 744.151, 886.315
1913, 0.00000, 941.451, 732.314, 867.351
1914, 0.00000, 908.365, 720.535, 857.238
1915, 0.00000, 921.492, 777.503, 899.914
1916, 0.00000, 962.204, 808.104, 917.705
1917, 0.00000, 929.991, 777.989, 892.503
1918, 0.00000, 886.766, 734.66, 837.517
1919, 0.00000, 847.697, 717.51, 814.401
1920, 0.00000, 836.764, 700.907, 795.479
1921, 0.00000, 833.668, 701.47, 791.569
1922, 0.00000, 833.76, 706.596, 795.101
1923, 0.00000, 787.195, 668.247, 740.793
1924, 0.00000, 766.065, 677.238, 740.488
1925, 0.00000, 746.822, 653.615, 719.899
1926, 0.00000, 814.413, 709.167, 792.681
1927, 0.00000, 824.062, 698.968, 794.92
1928, 0.00000, 848.913, 703.229, 793.027
1929, 0.00000, 891.445, 758.329, 850.23
1930, 0.00000, 894.519, 762.267, 854.865
1931, 0.00000, 926.308, 766.515, 876.299
1932, 0.00000, 915.715, 752.969, 862.71
1933, 0.00000, 900.513, 729.641, 831.596
1934, 0.00000, 994.101, 835.381, 947.921
1935, 0.00000, 975.67, 816.634, 913.342
1936, 0.00000, 932.202, 777.491, 895.776
1937, 0.00000, 912.759, 761.394, 879.047
1938, 0.00000, 915.241, 770.919, 896.46
1939, 0.00000, 845.469, 720.707, 814.849
1940, 0.00000, 910.399, 765.325, 853.21
1941, 0.00000, 873.495, 745.397, 819.05
1942, 0.00000, 859.19, 723.172, 798.689
1943, 0.00000, 817.624, 701.277, 776.81
1944, 0.00000, 749.477, 658.545, 712.119
1945, 0.00000, 745.019, 649.803, 710.259
1946, 0.00000, 696.588, 605.258, 664.851
1947, 0.00000, 713.435, 622.974, 689.031
1948, 0.00000, 743.12, 647.08, 697.417
1949, 0.00000, 743.407, 647.593, 715.678
1950, 0.00000, 788.825, 683.206, 762.833
1951, 0.00000, 812.88, 710.235, 790.308
1952, 0.00000, 798.073, 689.989, 773.846
1953, 0.00000, 848.962, 724.73, 800.102
1954, 0.00000, 919.348, 764, 865.147
1955, 0.00000, 904.593, 771.224, 875.011
1956, 0.00000, 908.308, 768.906, 872.823
1957, 0.00000, 905.739, 750.116, 879.841
1958, 0.00000, 905.842, 750.725, 864.865
1959, 0.00000, 895.095, 760.211, 863.071
1960, 0.00000, 886.02, 740.499, 848.041
1961, 0.00000, 888.787, 742.759, 859.121
1962, 0.00000, 861.155, 730.052, 835.836
1963, 0.00000, 869.034, 728.702, 824.786
1964, 0.00000, 957.36, 807.908, 886.861
1965, 0.00000, 901.433, 763.412, 846.743
1966, 0.00000, 894.554, 763.089, 854.281
1967, 0.00000, 818.723, 725.284, 794.482
1968, 0.00000, 786.54, 689.694, 761.832
1969, 0.00000, 745.113, 649.207, 718.557
1970, 0.00000, 704.599, 615.237, 674.703
1971, 0.00000, 716.624, 625.468, 670.491
1972, 0.00000, 684.951, 605.901, 656.755
1973, 0.00000, 713.661, 628.333, 673.631
1974, 0.00000, 785.904, 691.288, 755.446
1975, 0.00000, 805.646, 709.497, 783.587
1976, 0.00000, 779.942, 674.516, 751.058
1977, 0.00000, 814.511, 706.803, 809.079
1978, 0.00000, 851.778, 729.1, 818.657
1979, 0.00000, 870.403, 741.799, 832.069
1980, 0.00000, 848.443, 731.687, 831.754
1981, 0.00000, 885.048, 757.285, 875.204
1982, 0.00000, 920.292, 790.926, 912.317
1983, 0.00000, 929.678, 783.503, 908.91
1984, 0.00000, 909.238, 764.923, 879.52
1985, 0.00000, 879.628, 745.714, 873.438
1986, 0.00000, 919.629, 769.081, 896.11
1987, 0.00000, 912.867, 763.774, 878.679
1988, 0.00000, 942.81, 800.039, 928.96
1989, 0.00000, 906.874, 769.211, 862.372
1990, 0.00000, 879.433, 749.842, 819.428
1991, 0.00000, 841.796, 710.802, 788.13
1992, 0.00000, 775.563, 655.292, 738.439
1993, 0.00000, 707.274, 611.477, 674.003
1994, 0.00000, 695.647, 607.124, 675.9
1995, 0.00000, 702.851, 622.107, 677.903
1996, 0.00000, 699.004, 624.943, 679.94
1997, 0.00000, 742.771, 647.818, 722.15
1998, 0.00000, 786.524, 678.577, 765.245
1999, 0.00000, 841.29, 725.531, 819.168
2000, 0.00000, 852.271, 722.083, 804.136
2001, 0.00000, 867.158, 732.925, 823.204
2002, 0.00000, 962.862, 809.697, 915.427
2003, 0.00000, 948.575, 794.588, 909.092
2004, 0.00000, 990.281, 820.487, 943.981
2005, 0.00000, 980.071, 812.058, 940.351
2006, 0.00000, 988.368, 822.234, 938.589
2007, 0.00000, 1000.56, 839.415, 975.009
2008, 0.00000, 993.098, 799.365, 926.863
2009, 0.00000, 960.831, 778.115, 894.357
2010, 0.00000, 912.551, 743.116, 886.798
2011, 0.00000, 897.692, 756.631, 888.724
2012, 0.00000, 1002.29, 826.447, 954.752
2013, 0.00000, 953.968, 793.769, 914.205
2014, 0.00000, 910.759, 771.339, 880.087
2015, 0.00000, 863.421, 715.49, 801.531
2016, 0.00000, 816.893, 686.308, 773.505
2017, 0.00000, 785.26, 669.096, 737.937
2018, 0.00000, 694.996, 604.944, 665.086
2019, 0.00000, 704.538, 612.742, 681.359
2020, 0.00000, 702.965, 612.713, 688.383
2021, 0.00000, 721.968, 628.836, 714.441
2022, 0.00000, 817.584, 716.309, 791.238
2023, 0.00000, 873.818, 734.902, 837.468
2024, 0.00000, 840.862, 705.345, 815.042
2025, 0.00000, 906.551, 751.002, 857.078
2026, 0.00000, 971.241, 811.031, 910.772
2027, 0.00000, 976.731, 817.718, 928.777
2028, 0.00000, 1002.05, 829.178, 961.57
2029, 0.00000, 1011.07, 825.035, 958.275
2030, 0.00000, 981.35, 807.052, 947.195
2031, 0.00000, 1008.12, 834.122, 987.509
2032, 0.00000, 1021.94, 838.791, 990.125
2033, 0.00000, 1018.67, 834.799, 975.323
2034, 0.00000, 953.582, 782.536, 918.097
