hour, t(sec), P1 (kW), P2 (kW), P3 (kW)
4486, 0.00000, 928.774, 851.698, 922.31
4487, 0.00000, 891.926, 792.206, 866.303
4488, 0.00000, 857.942, 784.966, 816.245
4489, 0.00000, 840.477, 747.965, 803.257
4490, 0.00000, 820.742, 744.695, 799.368
4491, 0.00000, 752.51, 674.008, 720.287
4492, 0.00000, 779.772, 708.937, 752.67
4493, 0.00000, 789.454, 709.753, 760.609
4494, 0.00000, 771.259, 706.663, 758.155
4495, 0.00000, 811.832, 737.309, 799.022
4496, 0.00000, 875.608, 797.135, 849.508
4497, 0.00000, 921.801, 847.715, 915.368
4498, 0.00000, 948.882, 876.572, 935.75
4499, 0.00000, 1031.03, 926.389, 1004.9
4500, 0.00000, 1036.21, 910.052, 1001.89
4501, 0.00000, 1005.04, 903.724, 996.238
4502, 0.00000, 1043.11, 938.808, 1031.57
4503, 0.00000, 1071.55, 952.996, 1049.8
4504, 0.00000, 1056.66, 952.94, 1072.24
4505, 0.00000, 1087.49, 967.119, 1080.03
4506, 0.00000, 1095.65, 957.557, 1054.04
4507, 0.00000, 1095.56, 928.21, 1037.49
4508, 0.00000, 1053.19, 919.561, 1029.49
4509, 0.00000, 1084.4, 944.589, 1069.08
4510, 0.00000, 1078.84, 909.257, 1018.47
4511, 0.00000, 1019.85, 860.325, 969.985
4512, 0.00000, 1000.26, 845.027, 963.528
4513, 0.00000, 969.842, 810.479, 916.058
4514, 0.00000, 924.6, 771.531, 884.145
4515, 0.00000, 942.219, 768.905, 904.724
4516, 0.00000, 869.856, 732.62, 829.671
4517, 0.00000, 917.961, 741.795, 849.018
4518, 0.00000, 887.57, 761.47, 860.17
4519, 0.00000, 970.262, 788.247, 889.659
4520, 0.00000, 1096.37, 901.823, 1065.38
4521, 0.00000, 1107.83, 920.17, 1082.14
4522, 0.00000, 1148.49, 995.509, 1198.27
4523, 0.00000, 1251.12, 1034.67, 1225.25
4524, 0.00000, 1271.11, 1028.54, 1230.02
4525, 0.00000, 1294.05, 1068.78, 1274.81
4526, 0.00000, 1248.9, 1062.64, 1253.51
4527, 0.00000, 1302.73, 1102.64, 1277.86
4528, 0.00000, 1290.88, 1061.07, 1250.89
4529, 0.00000, 1263.5, 1016.23, 1240.61
4530, 0.00000, 1295.83, 1028.78, 1262.91
4531, 0.00000, 1300.13, 1064.62, 1266.77
4532, 0.00000, 1225.8, 1006.01, 1204.55
4533, 0.00000, 1230.03, 1011.6, 1151.82
4534, 0.00000, 1229.32, 986.37, 1183.5
4535, 0.00000, 1240.74, 1009.78, 1185.61
4536, 0.00000, 1098.05, 926.715, 1070.42
4537, 0.00000, 1082.28, 898.64, 1060.16
4538, 0.00000, 1023.86, 830.929, 988.386
4539, 0.00000, 965.414, 823.67, 940.168
4540, 0.00000, 949.534, 815.468, 966.67
4541, 0.00000, 978.822, 824.928, 938.93
4542, 0.00000, 1001.75, 817.709, 954.848
4543, 0.00000, 1069.34, 903.668, 1022.55
4544, 0.00000, 1071.77, 916.635, 1074.13
4545, 0.00000, 1154.57, 964.723, 1160.25
4546, 0.00000, 1209.1, 1014.56, 1187.72
4547, 0.00000, 1270.68, 1067.21, 1228.49
4548, 0.00000, 1265.08, 1079.82, 1250.42
4549, 0.00000, 1280.53, 1093.52, 1281.96
4550, 0.00000, 1292.77, 1068.63, 1251.31
4551, 0.00000, 1295.83, 1097.54, 1279.82
4552, 0.00000, 1252.57, 1062.76, 1249.77
4553, 0.00000, 1262.43, 1048.56, 1254.85
4554, 0.00000, 1252.39, 1058.09, 1252.42
4555, 0.00000, 1231.92, 1045.69, 1171.13
4556, 0.00000, 1236.49, 1051.52, 1222.79
4557, 0.00000, 1210.78, 1041.24, 1187.75
4558, 0.00000, 1176.55, 990.806, 1139.13
4559, 0.00000, 1127.18, 960.025, 1078.34
4560, 0.00000, 1081.23, 920.29, 1033.75
4561, 0.00000, 1017.08, 864.77, 977.315
4562, 0.00000, 967.195, 860.341, 1000.13
4563, 0.00000, 928.163, 800.305, 903.181
4564, 0.00000, 961.068, 829.653, 948.988
4565, 0.00000, 968.928, 823.107, 920.847
4566, 0.00000, 966.914, 818.454, 937.694
4567, 0.00000, 1030.39, 875.115, 1018.72
4568, 0.00000, 1115.61, 922.135, 1074.44
4569, 0.00000, 1192.4, 994.372, 1139.62
4570, 0.00000, 1236.54, 1039.83, 1192.53
4571, 0.00000, 1213.52, 1022.46, 1184.71
4572, 0.00000, 1239.27, 1062.39, 1197.45
4573, 0.00000, 1208.13, 1050.55, 1198.53
4574, 0.00000, 1262.47, 1106.05, 1216.82
4575, 0.00000, 1225.09, 1068.95, 1183.51
4576, 0.00000, 1196.56, 1035.93, 1166.11
4577, 0.00000, 1195.97, 1005.77, 1117.82
4578, 0.00000, 1142.92, 1005.17, 1136.39
4579, 0.00000, 1160.57, 998.899, 1156.01
4580, 0.00000, 1139.29, 985.922, 1100.74
4581, 0.00000, 1179.77, 1020.57, 1160.29
4582, 0.00000, 1142.02, 985.842, 1120.1
4583, 0.00000, 1076.01, 935.051, 1065.07
4584, 0.00000, 1059.12, 933.92, 1067.55
4585, 0.00000, 984.253, 866.639, 967.068
4586, 0.00000, 1016.04, 868.8, 959.632
4587, 0.00000, 1011.96, 862.066, 988.234
4588, 0.00000, 999.067, 832.75, 945.646
4589, 0.00000, 971.84, 816.57, 913.66
4590, 0.00000, 944.792, 790.381, 920.745
4591, 0.00000, 994.358, 832.82, 944.823
4592, 0.00000, 1004.39, 833.227, 991.585
4593, 0.00000, 1058.37, 902.566, 1046.35
4594, 0.00000, 1076.64, 912.583, 1038.74
4595, 0.00000, 1114.9, 951.027, 1090.29
4596, 0.00000, 1146.53, 983.174, 1121.94
4597, 0.00000, 1149.35, 1000.78, 1121.37
4598, 0.00000, 1144.73, 969.762, 1115.43
4599, 0.00000, 1106.51, 959.044, 1100.92
4600, 0.00000, 1094.39, 936.403, 1068.27
4601, 0.00000, 1097.13, 960.501, 1089.19
4602, 0.00000, 1103.22, 948.439, 1083.83
4603, 0.00000, 1142.04, 960.678, 1140.01
4604, 0.00000, 1127.39, 983.992, 1132.97
4605, 0.00000, 1186.09, 995.202, 1161.15
4606, 0.00000, 1151.28, 987.962, 1128.04
4607, 0.00000, 1170.63, 967.462, 1115.67
4608, 0.00000, 1100.4, 935.225, 1088.3
4609, 0.00000, 1052.26, 893.133, 1043.45
4610, 0.00000, 1015.51, 877.334, 999.962
4611, 0.00000, 992.493, 851.812, 993.25
4612, 0.00000, 995.11, 841.024, 978.214
4613, 0.00000, 979.618, 827.34, 990.275
4614, 0.00000, 1001.26, 851.046, 988.859
4615, 0.00000, 1019.01, 857.115, 995.078
4616, 0.00000, 1037.19, 892.158, 1059.55
4617, 0.00000, 1115.65, 914.01, 1121.24
4618, 0.00000, 1109.76, 924.577, 1106.8
4619, 0.00000, 1175.03, 964.628, 1135.02
4620, 0.00000, 1099.41, 937.692, 1067.69
4621, 0.00000, 1114.72, 934.411, 1067.64
4622, 0.00000, 1147.54, 984.456, 1101.27
4623, 0.00000, 1141.12, 980.009, 1102.35
4624, 0.00000, 1125.34, 997.587, 1121.65
4625, 0.00000, 1107.81, 977.871, 1103.53
4626, 0.00000, 1101.64, 971.16, 1081.29
4627, 0.00000, 1125.44, 978.472, 1104.26
4628, 0.00000, 1088.3, 974.911, 1082.91
4629, 0.00000, 1107.69, 985.607, 1107.9
4630, 0.00000, 1113.38, 970.743, 1056.52
4631, 0.00000, 1035.47, 930.85, 1019.6
4632, 0.00000, 1022.47, 905.891, 993.102
4633, 0.00000, 974.587, 877.685, 961.77
4634, 0.00000, 945.116, 858.721, 955.562
4635, 0.00000, 927.338, 837.865, 923.11
4636, 0.00000, 901.735, 825.592, 890.531
4637, 0.00000, 915.98, 819.332, 902.542
4638, 0.00000, 932.098, 852.481, 909.633
4639, 0.00000, 938.552, 843.519, 902.251
4640, 0.00000, 945.034, 866.517, 946.793
4641, 0.00000, 966.025, 882.199, 962.515
4642, 0.00000, 1029.48, 916.775, 1009.02
4643, 0.00000, 1006.09, 888.078, 1002.56
4644, 0.00000, 1008.79, 862.121, 988.416
4645, 0.00000, 1009.76, 879.179, 1003.32
4646, 0.00000, 1046.76, 909.325, 1034.82
4647, 0.00000, 1086.33, 948.881, 1109
4648, 0.00000, 1097.89, 930.501, 1094.68
4649, 0.00000, 1080.62, 908.323, 1078.97
4650, 0.00000, 1165.02, 946.099, 1101.2
4651, 0.00000, 1141.24, 933.447, 1076.62
4652, 0.00000, 1125.53, 937.599, 1062.23
4653, 0.00000, 1158.82, 966.001, 1109.22
4654, 0.00000, 1119.76, 957.029, 1091.33
4655, 0.00000, 1072, 895.436, 1054.03
4656, 0.00000, 1062.1, 886.358, 1027.35
4657, 0.00000, 997.52, 846.256, 1008.39
4658, 0.00000, 1015.16, 833.76, 992.382
4659, 0.00000, 971.974, 815.041, 943.915
4660, 0.00000, 996.666, 803.681, 929.874
4661, 0.00000, 993.554, 822.521, 958.884
4662, 0.00000, 1004.76, 844.323, 1018.3
4663, 0.00000, 1034.79, 850.803, 1003.37
4664, 0.00000, 1055.07, 868.154, 1066.98
4665, 0.00000, 1124.24, 915.226, 1117.08
4666, 0.00000, 1198.44, 977.015, 1167.73
4667, 0.00000, 1223.16, 1014.04, 1167.9
4668, 0.00000, 1189.79, 1010.44, 1223.08
4669, 0.00000, 1154.85, 1013.46, 1173.13
4670, 0.00000, 1214.29, 1026.4, 1174.44
4671, 0.00000, 1206.2, 1012.26, 1186.44
4672, 0.00000, 1147.5, 990.103, 1118.93
4673, 0.00000, 1138.5, 978.336, 1107.95
4674, 0.00000, 1136.38, 978.247, 1134.4
4675, 0.00000, 1181.75, 1016.33, 1175.4
4676, 0.00000, 1143.47, 970.704, 1126.96
4677, 0.00000, 1187.92, 982.647, 1147.96
4678, 0.00000, 1180.53, 1007.83, 1190.36
4679, 0.00000, 1137.34, 961.397, 1092.25
4680, 0.00000, 1104.76, 924.11, 1058.2
4681, 0.00000, 1048.3, 878.125, 1044.11
4682, 0.00000, 1055.46, 882.537, 1026.5
4683, 0.00000, 1039.14, 861.322, 991.452
4684, 0.00000, 989.658, 830.385, 950.169
4685, 0.00000, 1008.34, 829.046, 954.577
4686, 0.00000, 1039.03, 887.976, 1029.62
4687, 0.00000, 1091, 906.221, 1077.94
4688, 0.00000, 1162.73, 964.375, 1123.33
4689, 0.00000, 1211.69, 1026.54, 1198.93
4690, 0.00000, 1248.47, 1045.29, 1254.12
4691, 0.00000, 1288.59, 1108.42, 1285.21
4692, 0.00000, 1273.58, 1085.14, 1272.28
4693, 0.00000, 1291.75, 1108.76, 1265.25
4694, 0.00000, 1294.19, 1117.75, 1259.56
4695, 0.00000, 1285.69, 1110.34, 1265.5
4696, 0.00000, 1278.79, 1102.83, 1256.49
4697, 0.00000, 1231.36, 1066.15, 1207.78
4698, 0.00000, 1231.7, 1044.72, 1212.4
4699, 0.00000, 1240.94, 1048.17, 1222.11
4700, 0.00000, 1191.86, 1034.82, 1202.38
4701, 0.00000, 1215.72, 1028.84, 1176.48
4702, 0.00000, 1170.27, 997.573, 1133.18
4703, 0.00000, 1126.68, 962.883, 1080.39
4704, 0.00000, 1133.61, 927.316, 1043.75
4705, 0.00000, 1057.86, 926.216, 1018.9
4706, 0.00000, 1037.54, 867.692, 999.5
4707, 0.00000, 993.901, 832.55, 949.482
4708, 0.00000, 951.86, 834.559, 921.034
4709, 0.00000, 993.311, 832.111, 963.345
4710, 0.00000, 1008.87, 841.985, 963.002
4711, 0.00000, 1011.87, 866.322, 1001.68
4712, 0.00000, 1076.93, 874.165, 1058.75
4713, 0.00000, 1111.6, 914.181, 1076.18
4714, 0.00000, 1133.15, 919.038, 1113.93
4715, 0.00000, 1114.48, 901.499, 1107.61
4716, 0.00000, 1116.94, 888.735, 1065.77
4717, 0.00000, 1121.17, 923.994, 1111.16
4718, 0.00000, 1127.19, 954.131, 1131.72
4719, 0.00000, 1149.98, 960.852, 1153.55
4720, 0.00000, 1171.86, 990.852, 1162.83
4721, 0.00000, 1189.21, 952.137, 1170.84
4722, 0.00000, 1182.84, 964.544, 1195.5
4723, 0.00000, 1229.95, 995.736, 1173.98
4724, 0.00000, 1253.62, 1009.9, 1176.68
4725, 0.00000, 1215.59, 1006.42, 1202.22
4726, 0.00000, 1229.3, 1000.09, 1172.68
4727, 0.00000, 1151.83, 947.344, 1126.4
4728, 0.00000, 1096.44, 904.182, 1068.33
4729, 0.00000, 1056.46, 862.984, 1006.23
4730, 0.00000, 1085.47, 856.19, 1004.46
4731, 0.00000, 1061.27, 845.357, 1006.67
4732, 0.00000, 1002.22, 841.922, 984.882
4733, 0.00000, 1025.84, 838.489, 1032.16
4734, 0.00000, 1089.12, 901.697, 1052.3
4735, 0.00000, 1089.52, 895.323, 1088.94
4736, 0.00000, 1174.81, 947.917, 1139.96
4737, 0.00000, 1188.86, 932.137, 1171.94
4738, 0.00000, 1215.03, 975.765, 1192.79
4739, 0.00000, 1239.8, 973.328, 1195.43
4740, 0.00000, 1170.83, 991.609, 1173.37
4741, 0.00000, 1166.14, 963.428, 1149.16
4742, 0.00000, 1155.68, 961.256, 1107.77
4743, 0.00000, 1199.61, 1000.05, 1199.57
4744, 0.00000, 1137.98, 939.109, 1079.58
4745, 0.00000, 1128.2, 915.65, 1101.41
4746, 0.00000, 1100.2, 926.379, 1087.01
4747, 0.00000, 1175.56, 973.768, 1154.86
4748, 0.00000, 1102.04, 905.678, 1063.4
4749, 0.00000, 1101.37, 911.446, 1063.64
4750, 0.00000, 1062.42, 884.714, 1053.05
4751, 0.00000, 1062.08, 836.002, 1006.37
4752, 0.00000, 1008.97, 805.6, 942.421
4753, 0.00000, 964.397, 774.179, 944.062
4754, 0.00000, 1004.97, 771.694, 963.709
4755, 0.00000, 999.441, 764.035, 959.291
4756, 0.00000, 952.153, 748.574, 919.1
4757, 0.00000, 945.794, 735.607, 915.042
4758, 0.00000, 959.876, 735.028, 889.512
4759, 0.00000, 1021.8, 780.167, 975.355
4760, 0.00000, 1053.91, 804.523, 1070.23
4761, 0.00000, 1142.76, 877.911, 1149.47
4762, 0.00000, 1211.39, 936.557, 1166.43
4763, 0.00000, 1215.58, 941.131, 1183.27
4764, 0.00000, 1212.3, 927.1, 1186.37
4765, 0.00000, 1202.54, 923.462, 1181.22
4766, 0.00000, 1204.65, 959.976, 1198.77
4767, 0.00000, 1224.9, 935.878, 1206.05
4768, 0.00000, 1205.77, 968.051, 1189.55
4769, 0.00000, 1225.01, 948.968, 1207.32
4770, 0.00000, 1251.09, 943.002, 1211.83
4771, 0.00000, 1223.09, 958.095, 1205.03
4772, 0.00000, 1242.21, 958.991, 1199.76
4773, 0.00000, 1230.3, 968.067, 1269.81
4774, 0.00000, 1199.58, 946.188, 1201.99
4775, 0.00000, 1171.88, 901.143, 1132.85
4776, 0.00000, 1111.59, 889.04, 1059.51
4777, 0.00000, 1084.87, 826.593, 1075.2
4778, 0.00000, 1017.94, 809.743, 1024.22
4779, 0.00000, 1056.77, 799.957, 1032.37
4780, 0.00000, 1033.21, 765.232, 985.15
4781, 0.00000, 1038.23, 768.325, 1020.13
4782, 0.00000, 995.793, 719.351, 1000.78
4783, 0.00000, 1053.46, 751.837, 978.005
4784, 0.00000, 1101.27, 825.753, 1140.92
4785, 0.00000, 1157.79, 878.628, 1170.4
4786, 0.00000, 1197.77, 920.369, 1215.81
4787, 0.00000, 1199.55, 932.726, 1232.4
4788, 0.00000, 1213.16, 955.298, 1242.14
4789, 0.00000, 1230.93, 925.363, 1179.04
4790, 0.00000, 1229.67, 950.165, 1186.09
4791, 0.00000, 1229.69, 950.419, 1187.98
4792, 0.00000, 1204.18, 942.764, 1219.21
4793, 0.00000, 1229.45, 966.824, 1246.58
4794, 0.00000, 1208.87, 955.303, 1230.84
4795, 0.00000, 1206.97, 931.337, 1198.73
4796, 0.00000, 1235.33, 991.984, 1221.6
4797, 0.00000, 1207.75, 966.134, 1164.74
4798, 0.00000, 1199.03, 945.269, 1187.63
4799, 0.00000, 1176.18, 915.611, 1120.2
4800, 0.00000, 1083.84, 845.956, 1079.42
4801, 0.00000, 1089.85, 841.23, 1084.61
4802, 0.00000, 1039.49, 818.278, 1007.74
4803, 0.00000, 998.191, 784.215, 1025.22
4804, 0.00000, 969.025, 744.362, 957.418
4805, 0.00000, 1019.58, 760.53, 962.639
4806, 0.00000, 1039.54, 832.485, 1027.78
4807, 0.00000, 1001.86, 768.883, 985.823
4808, 0.00000, 1049.74, 835.454, 1045.92
4809, 0.00000, 1090.47, 858.024, 1125.85
4810, 0.00000, 1135.93, 929.848, 1172.65
4811, 0.00000, 1226.38, 986.444, 1251.92
4812, 0.00000, 1212.04, 959.29, 1200.01
4813, 0.00000, 1210.95, 984.924, 1173.21
4814, 0.00000, 1210.12, 993.247, 1201.47
4815, 0.00000, 1232.34, 1009.48, 1233.55
4816, 0.00000, 1219.31, 1002.06, 1225.75
4817, 0.00000, 1220.7, 966.802, 1185.73
4818, 0.00000, 1203.22, 965.378, 1194.51
4819, 0.00000, 1213.54, 1007.59, 1210.31
4820, 0.00000, 1140.42, 940.135, 1129.55
4821, 0.00000, 1153.19, 942.001, 1126.82
4822, 0.00000, 1126.03, 933.275, 1118.3
4823, 0.00000, 1045.05, 875.879, 1034.66
4824, 0.00000, 1048.54, 856.531, 1042.1
4825, 0.00000, 987.712, 820.576, 987.055
4826, 0.00000, 999.002, 817.167, 947.13
4827, 0.00000, 906.259, 769.717, 901.146
4828, 0.00000, 1002.67, 842.8, 964.848
4829, 0.00000, 899.941, 736.593, 880.499
4830, 0.00000, 989.536, 808.7, 951.214
4831, 0.00000, 973.532, 789.752, 961.269
4832, 0.00000, 954.428, 775.269, 963.605
4833, 0.00000, 1017.98, 810.899, 1032.97
4834, 0.00000, 1048.75, 852.758, 1064.84
4835, 0.00000, 986.957, 814.893, 1018.47
4836, 0.00000, 989.849, 850.119, 1036.56
4837, 0.00000, 1011.54, 852.573, 1038.68
4838, 0.00000, 971.387, 831.158, 978.848
4839, 0.00000, 956.391, 810.182, 973.442
4840, 0.00000, 923.287, 793.168, 949.484
4841, 0.00000, 888.213, 756.273, 888.375
4842, 0.00000, 894.771, 761.492, 915.832
4843, 0.00000, 962.097, 801.449, 933.734
4844, 0.00000, 936.056, 821.526, 951.725
4845, 0.00000, 1017.42, 841.514, 996.754
4846, 0.00000, 950.504, 764.316, 919.352
4847, 0.00000, 929.162, 761.874, 901.367
4848, 0.00000, 891.214, 756.916, 894.26
4849, 0.00000, 893.923, 719.497, 861.958
4850, 0.00000, 871.065, 723.151, 851.188
4851, 0.00000, 843.081, 705.587, 827.059
4852, 0.00000, 851.288, 711.23, 831.932
4853, 0.00000, 847.954, 703.83, 847.127
4854, 0.00000, 914.303, 758.174, 896.888
4855, 0.00000, 974.155, 789.253, 975.974
4856, 0.00000, 1005.5, 817.764, 969.878
4857, 0.00000, 1004.13, 835.685, 1055.41
4858, 0.00000, 1085.01, 868.843, 1079.76
4859, 0.00000, 1097.09, 885.167, 1109.9
4860, 0.00000, 1093.18, 908.53, 1115.37
4861, 0.00000, 1116.52, 896.429, 1092
4862, 0.00000, 1090.09, 898.897, 1065.17
4863, 0.00000, 1079.94, 885.317, 1069.82
4864, 0.00000, 1053.06, 870.986, 1050.78
4865, 0.00000, 1013.02, 828.569, 1011.86
4866, 0.00000, 1019.17, 836.605, 991.716
4867, 0.00000, 1119.57, 905.442, 1098.47
4868, 0.00000, 1083.5, 886.92, 1025.16
4869, 0.00000, 1115.45, 914.422, 1102.84
4870, 0.00000, 1050.51, 824.081, 1035.97
4871, 0.00000, 1016.7, 809.485, 997.798
4872, 0.00000, 919.44, 731.75, 946.421
4873, 0.00000, 939.858, 765.073, 942.403
4874, 0.00000, 889.91, 714.831, 848.948
4875, 0.00000, 889.511, 703.795, 851.058
4876, 0.00000, 842.669, 682.212, 860.868
4877, 0.00000, 901.115, 700.758, 869.375
4878, 0.00000, 978.982, 774.173, 940.647
4879, 0.00000, 1030.93, 809.121, 982.876
4880, 0.00000, 1065.67, 821.918, 1055
4881, 0.00000, 1151.37, 894.525, 1141.23
4882, 0.00000, 1174.62, 959.728, 1175.12
4883, 0.00000, 1204.93, 949.981, 1190.71
4884, 0.00000, 1238.12, 985.676, 1193.75
4885, 0.00000, 1239.66, 990.833, 1259.09
4886, 0.00000, 1172.29, 959.27, 1192.51
4887, 0.00000, 1241.56, 998.701, 1210.59
4888, 0.00000, 1249.65, 988.049, 1225.69
4889, 0.00000, 1181, 970.997, 1233.52
4890, 0.00000, 1235.74, 957.976, 1216.31
4891, 0.00000, 1252.94, 992.034, 1220.21
4892, 0.00000, 1198.24, 974.995, 1214.82
4893, 0.00000, 1229.08, 998.623, 1211.41
4894, 0.00000, 1190.37, 960.487, 1176.77
4895, 0.00000, 1133.79, 929.708, 1178.98
4896, 0.00000, 1065.99, 853.618, 1081.14
4897, 0.00000, 1006.03, 799.043, 993.452
4898, 0.00000, 969.176, 759.545, 931.883
4899, 0.00000, 962.764, 747.194, 948.971
4900, 0.00000, 958.971, 784.668, 1003.55
4901, 0.00000, 989.884, 763.879, 1004.93
4902, 0.00000, 1035.34, 807.664, 1034.76
4903, 0.00000, 1087.72, 845.87, 1094.85
4904, 0.00000, 1105.18, 891.907, 1144.55
4905, 0.00000, 1180.16, 917.559, 1166.6
4906, 0.00000, 1269.45, 958.586, 1264.66
4907, 0.00000, 1270.43, 1010.41, 1250.16
4908, 0.00000, 1253.49, 1037.78, 1245.76
4909, 0.00000, 1231.26, 1028.6, 1224.95
4910, 0.00000, 1209.63, 1048.24, 1244.79
4911, 0.00000, 1204.19, 1061.97, 1228.06
4912, 0.00000, 1195.41, 1031.54, 1180.68
4913, 0.00000, 1194.21, 1000.16, 1191.2
4914, 0.00000, 1153.85, 973.9, 1176.42
4915, 0.00000, 1194.58, 995.575, 1176.59
4916, 0.00000, 1155.91, 941.552, 1125.39
4917, 0.00000, 1159.07, 984.755, 1148.83
4918, 0.00000, 1176.83, 968.871, 1116.88
4919, 0.00000, 1100.55, 904.279, 1092.41
4920, 0.00000, 1041.93, 882.114, 1069.05
4921, 0.00000, 1051.25, 869.289, 1032
4922, 0.00000, 1025, 861.475, 1028.04
4923, 0.00000, 950.555, 794.481, 981.903
4924, 0.00000, 969.893, 789.254, 973.187
4925, 0.00000, 1000.47, 821.768, 997.674
4926, 0.00000, 951.999, 795.018, 916.968
4927, 0.00000, 1015.99, 804.975, 975.998
4928, 0.00000, 1054.06, 881.761, 1104.22
4929, 0.00000, 1067.52, 877.017, 1117.95
4930, 0.00000, 1151.76, 941.441, 1148.54
4931, 0.00000, 1189.03, 1013.06, 1197.28
4932, 0.00000, 1132.34, 965.013, 1109.85
4933, 0.00000, 1155.94, 989.765, 1143.46
4934, 0.00000, 1124.88, 982.831, 1133.81
4935, 0.00000, 1140.88, 999.104, 1133.61
4936, 0.00000, 1089.58, 964.754, 1079.42
4937, 0.00000, 1074.5, 946.748, 1055.65
4938, 0.00000, 1024.46, 889.94, 1015.9
4939, 0.00000, 1111.08, 950.576, 1088.6
4940, 0.00000, 1071.98, 926.867, 1062.66
4941, 0.00000, 1111.41, 973.396, 1090.36
4942, 0.00000, 1066.02, 927.586, 1044.09
4943, 0.00000, 1022.75, 893.313, 1001.79
4944, 0.00000, 998.968, 878.653, 999.922
4945, 0.00000, 962.171, 837.326, 936.037
4946, 0.00000, 913.491, 803.569, 898.232
4947, 0.00000, 936.78, 808.278, 918.525
4948, 0.00000, 899.794, 776.137, 878.972
4949, 0.00000, 903.791, 797.52, 882.757
4950, 0.00000, 759.056, 670.021, 768.665
4951, 0.00000, 890.255, 745.681, 857.779
4952, 0.00000, 862.152, 737.92, 835.466
4953, 0.00000, 927.469, 779.186, 926.849
4954, 0.00000, 960.09, 833.659, 953.486
4955, 0.00000, 996.837, 885.312, 1000.66
4956, 0.00000, 1014.4, 889.421, 1000.64
4957, 0.00000, 1025.81, 877.848, 994.637
4958, 0.00000, 1007.55, 889.56, 1006.33
4959, 0.00000, 1033.06, 895.039, 1002.69
4960, 0.00000, 1025.88, 903.807, 995.135
4961, 0.00000, 1010.57, 888.034, 1007.67
4962, 0.00000, 1023.45, 903.057, 1020.02
4963, 0.00000, 1008.66, 886.572, 998.209
4964, 0.00000, 1013.7, 895.617, 1003.11
4965, 0.00000, 1026.83, 896.142, 979.67
4966, 0.00000, 981.446, 864.759, 958.173
4967, 0.00000, 972.571, 847.705, 956.591
4968, 0.00000, 912.641, 785.821, 883.33
4969, 0.00000, 887.766, 766.909, 853.473
4970, 0.00000, 911.944, 760.327, 848.884
4971, 0.00000, 884.811, 761.402, 857.906
4972, 0.00000, 855.473, 724.393, 830.385
4973, 0.00000, 879.324, 737.442, 868.22
4974, 0.00000, 951.82, 791.332, 931.268
4975, 0.00000, 967.908, 810.794, 945.11
4976, 0.00000, 975.496, 785.474, 952.254
4977, 0.00000, 1121.35, 898.645, 1097.8
4978, 0.00000, 1124.95, 942.408, 1107.33
4979, 0.00000, 1154.8, 954.503, 1177.07
4980, 0.00000, 1201.42, 994.569, 1216.58
4981, 0.00000, 1202.62, 1007.11, 1192.99
4982, 0.00000, 1218.28, 1060.44, 1196.46
4983, 0.00000, 1199.58, 1021.57, 1203.72
4984, 0.00000, 1143.62, 1001.94, 1152.93
4985, 0.00000, 1164.83, 978.847, 1130.34
4986, 0.00000, 1144.97, 967.971, 1166.8
4987, 0.00000, 1194.57, 991.133, 1171.2
4988, 0.00000, 1185.09, 997.837, 1196.04
4989, 0.00000, 1220.9, 1035.89, 1200.52
4990, 0.00000, 1162.35, 981.751, 1151.43
4991, 0.00000, 1145.18, 929.943, 1134.32
4992, 0.00000, 1080.61, 907.844, 1097.49
4993, 0.00000, 1080.22, 892.163, 1080.89
4994, 0.00000, 1072.91, 871.607, 1058.78
4995, 0.00000, 1059.99, 843.934, 993.787
4996, 0.00000, 1078.24, 853.221, 1008.4
4997, 0.00000, 1018.95, 831.922, 1011.99
4998, 0.00000, 1058.39, 866.632, 1049.32
4999, 0.00000, 1096.15, 861.011, 1059.78
5000, 0.00000, 1085.5, 846.224, 1056.42
5001, 0.00000, 1138.38, 857.043, 1088.34
5002, 0.00000, 1119.15, 884.219, 1130.1
5003, 0.00000, 1117.71, 874.267, 1119.62
5004, 0.00000, 1076.39, 888.237, 1105.9
5005, 0.00000, 1080.05, 896.352, 1097.62
5006, 0.00000, 1100.85, 931.465, 1133.85
5007, 0.00000, 1103.28, 894.433, 1133.83
5008, 0.00000, 1118, 882.481, 1123.37
5009, 0.00000, 1108.25, 893.482, 1074.51
5010, 0.00000, 1053.57, 881.184, 1072.2
5011, 0.00000, 1128.45, 916.301, 1127.3
5012, 0.00000, 1145.61, 912.412, 1086
5013, 0.00000, 1148.76, 926.304, 1122.03
5014, 0.00000, 1104.5, 908.798, 1093.33
5015, 0.00000, 1058.54, 906.02, 1057.27
5016, 0.00000, 1064.8, 871.02, 1041.75
5017, 0.00000, 983.411, 820.081, 971.396
5018, 0.00000, 991.323, 798.514, 948.498
5019, 0.00000, 947.409, 775.655, 935.127
5020, 0.00000, 969.449, 800.707, 936.393
5021, 0.00000, 997.533, 819.29, 977.729
5022, 0.00000, 969.816, 815.206, 1041.56
5023, 0.00000, 1030.64, 859.72, 1026.02
5024, 0.00000, 1079.93, 865.938, 1059.98
5025, 0.00000, 1112.16, 921.543, 1128.49
5026, 0.00000, 1192.81, 980.445, 1159.93
5027, 0.00000, 1180.34, 946.573, 1173.61
5028, 0.00000, 1254.44, 999.381, 1209.64
5029, 0.00000, 1192.74, 995.255, 1188.39
5030, 0.00000, 1229.56, 1035.62, 1210.35
5031, 0.00000, 1245.93, 1025.26, 1203.72
